,article,sentiment,Week_number
1240,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 32번쨰 기사입니다,0,33
1241,최근 도매시장에 저품질 돼지 출하가 급증하고 ,-1,33
1242,비율보다 증가한 것으로 나타났다,0,33
1243,P 늘어났다,0,33
1244,P 높게 나타났다,0,33
1245,성장이 더딘 저체중 돼지 출하 비율이 크게 증가한 때문으로 분석되고 ,-1,33
1246,아프리카 돼지열병이 발생했다,-1,33
1247,협회에 따르면 중국인민공화국농업농촌부 홈페이지의 내용을 번역,0,33
1248,허난성 정저우 경제 개발구의 식품 회사 도축장에서 아프리카돼지열병이 발생했다고,-1,33
1249,밝혔다,0,33
1250,허난성 정저우 경제 개발구의 식품 회사 도축장에 있는 돼지들이 폐사하였으며,-1,33
1251,검역증명서에 따르면 폐사돈은 흑룡강성 자무시시 탕원 소재 양돈장에서?,-1,33
1252,출하된 것으로 확인됐다,0,33
1253,이를 아프리카돼지열병으로 확진하였다,-1,33
1254,33번쨰 기사입니다,0,34
1255,수입산 모두증가했다,0,34
1256,가량 줄었다,0,34
1257,가량 감소한 때문이다,0,34
1258,비교하면 올해 한돈 재고가 30,0,34
1259,극명한 대조를 보였다,0,34
1260,대부분의 부위들이 일제히 증가하면서 한돈 소비 부진을 입증했다,-1,34
1261,검역시행창고 조사 결과 수입 돼지 정육 재고량은 9만1천톤으로 5월에 비해서도 6.7,0,34
1262,공급 증가분에 비해 재고가 더 빠르게 증가한 셈이다,1,34
1263,늘었다,0,34
1264,저작권자 ,0,34
1265,임스 무단전재 및 재배포 금지임정은다른기사 보기 34번쨰 기사입니다,0,35
1266,국경검역 추진상황을 점검하고 ,0,35
1267,국가 검역에 비상이 걸렸다,-1,35
1268,아프리카돼지열병 바이러스 유전자가 검출되었다고 ,-1,35
1269,검역당국에 자진 신고한 것이다,0,35
1270,일반 여행객의 주의를 촉구했다,-1,35
1271,한편 농림축산검역본부는 이번 축산물에 대해 실시한 1차 PCR,0,35
1272,35번쨰 기사입니다,0,36
1273,이날 행사에는 대한,0,36
1274,자조금관리위원회 정상은 사무국장 등이 참여했다,0,36
1275,민관이 힘을 합쳐 대국민 홍보 활동을 전개했다,0,36
1276,국경검역 홍보 캠페인을 실시했다,0,36
1277,가공품 반입 금지 등을 당부하는 홍보물을 제작하여 배포했다,-1,36
1278,바이러스 유전자 검출로 반입이 금지된 축산물을 휴대해 올 경우 아프리카돼지열병의 유입 우려가 있다,-1,36
1279,국민 모두의 관심을 당부한다,-1,36
1280,밖에 답이 없다는 분석이다,-1,36
1281,회의를 개최하고 하반,0,36
1282,가격 안정 대책 등에 대해 논의했다,0,36
1283,노산 모돈 도태 지원 등이 거론됐다,1,36
1284,현실성이 떨어진다고 ,-1,36
1285,확대는 어려울 것이라고 내다보며 장기적으로 추진키로 했다,-1,36
1286,매진해야 된다고 ,0,36
1287,이를 위해 한돈자조금관리위원회는 이날 ‘18년 하반기 및 19년 상반기 한돈 소비 활성화 대책,0,36
1288,컨셉을 통해 대대적으로 한돈 마케팅을 진행하겠다는 것,0,36
1289,내년 황금돼지해에 맞춰 한돈 소비 붐을 형성하겠다고 ,0,36
1290,가격 안정화가 이뤄져야 자급률 제고 및 한돈 선호도를 보다 높일 수 있을 것이,0,36
1291,고 의견을 모았다,0,36
1292,36번쨰 기사입니다,0,37
1293,돼지고기 수입량이 올 들어 ,0,37
1294,줄면서 ,0,37
1295,한달 수입량이 3만톤을 넘지 않은 것은 금년 들어 ,0,37
1296,최근 수입육 재고가 급증하면서 재고부담이 커진 것도 한 원인으로 풀이된다,-1,37
1297,그럼에도 8월 수입량은 지난해 동월 2만7천톤에 비해서는 10.6,0,37
1298,이로써 8월말 수입량은 32만9천톤을 기록,0,37
1299,올해 수입량은 40만톤을 넘기면서 사상 최고치를 기록하게 된다,1,37
1300,준 12만7천톤에 그쳤다,0,37
1301,수입량 14만7천500톤을 넘겼다,0,37
1302,앞다리만이 아니다,0,37
1303,6천400톤)을 크게 웃돌고 ,0,37
1304,부위들의 수입량은 모두 늘었다,0,37
1305,국가별로는 미국이 13만3천톤(전년비 37.5,0,37
1306,↑,0,37
1307,저작권자 ,0,37
1308,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 37번쨰 기사입니다,0,38
1309,오른쪽)이 면담 후 사진촬영을 진행하고 ,0,38
1310,산업과 관련한 현안을 논의했다,0,38
1311,철저한 국경검역을 요청했다,0,38
1312,공항만 탐지인력과 탐지견 확충 등을 건의했다,-1,38
1313,잔반급여를 일시중단 등 긴급조치가 필요하다고 ,0,38
1314,협조를 당부했다,0,38
1315,연장시켜야 한다고 ,0,38
1316,가축분뇨 방류 처리 비중 설정해야 한다고 건의했다,0,38
1317,또 한돈협회의 미래 핵심 사업인,0,38
1318,정부의 아낌없는 지원을 요청했다,1,38
1319,이라고 지적했다,-1,38
1320,항공기 내 남은 음식물 관리 등 국경검역을 철저히 이행하도록 노력하고 ,1,38
1321,당부했다,0,38
1322,한돈협회장 농축산부장관 간담회 결과(요약,0,38
1323,비중이 늘고 ,0,38
1324,대응이 요구되고 ,1,38
1325,자리를 지켰다,1,38
1326,소폭 감소한 실적이다,-1,38
1327,지난해 돼지 값이 강세를 형성했음에도 포장육 생산이 준 것이다,1,38
1328,육류 제품들은 일제히 생산액이 크게 늘었다,0,38
1329,늘었으며 식육가공품 중 햄 소시지 베이컨류의 생산액도,0,38
1330,1조7천784억원으로 전년 대비 14.7,0,38
1331,눈에 띄는 것은 가정 간편식 중 즉석섭취,0,38
1332,급증하며 가장 두드러진 성장세를 보였다,1,38
1333,이처럼 식육 가공품과 간편식이 성장하고 ,0,38
1334,(전년비 0.7,0,38
1335,신선육 상태보다 손쉽게 섭취할 수 있는 제품으로 소비가 이동하고 ,1,38
1336,특히 간편식은 앞으로가 더 주목되고 ,0,38
1337,국내 식품업계의 대장주가 될 전망되고 ,1,38
1338,노력이 요구되고 ,0,38
1339,저작권자 ,0,38
1340,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 38번쨰 기사입니다,0,39
1341,가능성이 가장 높다는 주장이 제기됐다,-1,39
1342,정현규 도드람양돈농협동물병원장은 지난 17일 ,0,39
1343,히 대비해야 한다고 ,0,39
1344,확산되면 바이러스가 국내로 유입될 경우 다양한 경로로 국내 양돈장에 침투할 가능성이 높고 ,0,39
1345,재입식이 불가하다,-1,39
1346,국내 농장에 발생하는 확률이 가장 높다,-1,39
1347,이라고 당부했다,0,39
1348,올해도 가을 양돈불황의 우려는 접어도 될 듯싶다,-1,39
1349,의견이 모아졌다,0,39
1350,〈관련기사 http,0,39
1351,대부분 연초 우려했던 불황 가능성은 낮게 봤다,-1,39
1352,여기에는 예상 밖으로 호조를 보이고 ,1,39
1353,이상 형성하며 강세를 보이고 ,-1,39
1354,이는 국내 돼지고기 소비 기반이 그만큼 탄탄하다는 반증으로 해석할 수 있다는 의견도 있었다,1,39
1355,이와 함께 돼지 값 하락을 불러올 최대 변수로 지목됐던 출하가 예상보다 크게 늘지 않을 수 있다는 분석도 이 같은 전망을 뒷받침했다,-1,39
1356,많은 자돈이 폐사하면서 ,-1,39
1357,이는 사료량으로도 뒷받침됐다,0,39
1358,향후 출하를 예측할 수 있는 포유돈 사료량과 임신돈 사료량이 전년 대비 크게 늘지 않거나 오히려 줄었다는 것이다,0,39
1359,분기 변수가 될 수 있다는 분석이다,0,39
1360,분기에 작업물량을 늘릴 수 있다는 것이다,0,39
1361,한돈 재고를 확보하기 위해서다,0,39
1362,돼지 값은 올해도 불황과는 거리가 멀 것이란 전망이 다수를 차지한 것이다,-1,39
1363,급락 가능성도 동시에 경고됐다,-1,39
1364,연속 징검다리 휴일이 들어 ,0,39
1365,자연히 이 기간 하루 출하물량이 급증하면서 하락폭을 키울 수 있다고 ,-1,39
1366,변동성도 확대된 만큼 긴장의 끈을 놓지 말아야 한다는 지적이다,-1,39
1367,관리도 중요한 시점이라고 당부했다,0,39
1368,저작권자 ,0,39
1369,양돈타임스 무단전재 및 재배포 금지임정은,0,39
1370,김현구 기자다른기사 보기 39번쨰 기사입니다,0,40
1371,가운데 이처럼 지역화를 인정해 달라는 축산물 수출국들의 요구가 더 거세질 수 있다는 경고가 나왔다,-1,40
1372,이 같은 결론을 냈다,0,40
1373,축산물 수입 규제와 관련된 것들이었다,0,40
1374,수입을 허용하는 방향으로 결론이 났고 ,0,40
1375,미국의 가금 및 가금육도 지역화를 인정받은 사례다,0,40
1376,농경연은 선진국들과 농산물 수출국들이 최근 지역화를 적용하려는 추세라고 지적하며 우리가 현재 진행 중인 무역 협상들에서 지역화 인정 및 수입금지 해제 요구가 증가할,0,40
1377,이라고 지적했다,-1,40
1378,더 많은 지역화 인정 혹은 수입 해제 결과를 가져올 수 있다는 것이다,0,40
1379,이에 농경연은 관련 검역분야 인력과 조직을 보강하고 제도를 정비하는 것이 시급하다고 ,-1,40
1380,저작권자 ,0,40
1381,  정부가 내년 2월까지 구제역 특별 방역 대책을 추진키로 했다,0,40
1382,강도 높은 가축질병 예방활동과 유사시 대응체계 구축 등 총력 방역활동을 전개한다고 ,0,40
1383,홍보를 강화키로 했다,0,40
1384,면역 수준을 확인하기 위해 11,0,40
1385,만두로 확대 비축하여 발생에 대비한다,0,40
1386,점검과 소독을 강화하고 대상자별 눈높이에 맞는 맞춤형 교육을 확대하는 한편 생산자단체,1,40
1387,개선해 대응한다는 계획이다,0,40
1388,가격 예상 밖 상승에는 폭염 여파가 가장 큰 영향이라는 분석이다,0,40
1389,안팎의 상승을 기록했다,1,40
1390,올해 월평균 돼지 값이 지난해보다 높았던 것은 9월이 처음이다,0,40
1391,출하가 이를 해소시켜줄 정도로 충분치 못했던 영향이다,-1,40
1392,증체 지연이 지속되면서 ,-1,40
1393,8일로 전년 동월 182,0,40
1394,감소했다,-1,40
1395,이에 따라 추석 2~3주 전 일평균 등급 판정 마릿수는 7만2천마리로 전년 동기간 7만4천마리보다,0,40
1396,도매시장 경락 마릿 수 역시 3천284두로 전년 동기간 3천858두보다,0,40
1397,감소해 한돈 가격도 상승한 것으로 분석되고 ,0,40
1398,발생하면서 수입물량 감소를 대비한 유통업계의 물량 확보 수요도 있었다는 지적이다,-1,40
1399,저작권자 ,0,40
1400,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 40번쨰 기사입니다,0,41
1401,오프라인에서 대대적인 마케팅을 진행한다,0,41
1402,한돈 판촉에 나섰다,1,41
1403,저렴한 가격에 제공하기 위해 마련했다,1,41
1404,이를 위해 10월 4일부터 19일까지는 요일별로 특정 부위를 선착순 50,1,41
1405,금요일 삼겹부위이다,0,41
1406,할인 판매한다,1,41
1407,행사가 대대적으로 개최된다,1,41
1408,품질 좋은 우리 돼지 한돈의 다양한 부위를 제공할 계획이다,1,41
1409,따뜻한 마음을 지역사회에 전할 계획이다,1,41
1410,돼지고기 시장에서 원료육,0,41
1411,햄 소시지 등 가공품)의 비중이 날로 커지고 ,0,41
1412,늘었다,0,41
1413,식육 가공품 생산량이 이 기간 13만7천톤에서 21만1천톤으로 55,0,41
1414,늘었다,0,41
1415,전체 한돈 시장에서 원료육의 비중이 그만큼 증가한 것이다,0,41
1416,원료육이 한돈 전체 수급에 미치는 영향력이 커지고 ,0,41
1417,문제는 수입육이 원료육 시장을 노리고 ,-1,41
1418,수준을 유지하는 가운데 그 차이가 더 벌어지고 ,0,41
1419,최근 품질에서 조차 한돈과 수입육의 격차가 좁혀지고 있다는 지적이다,-1,41
1420,여지를 넓히고 ,-1,41
1421,원료육 시장을 사수하려는 노력이 요구되고 ,0,41
1422,저작권자 ,0,41
1423,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 41번쨰 기사입니다,0,42
1424,제주도에서 유행성설사병,0,42
1425,지역 농가들이 반발하고 ,-1,42
1426,2018년도 축산악취 현황조사,0,42
1427,2018년 축산악취 현황조사는 제주시 15개 마을,0,42
1428,발생 주의보를 발령했다,-1,42
1429,발생하고 있는 지역은 한림읍과 대정읍으로 이 지역에 축산 악취 현황 조사가 예고 된 지역이다,-1,42
1430,확산도 우려되고 ,-1,42
1431,전파 우려 되는 일을 벌이고 ,-1,42
1432,42번쨰 기사입니다,0,43
1433,국내 가구의 식비 중 가공식품 지출이 가장 빠르게 늘고 ,0,43
1434,최근 농림축산식품부와 농촌경제연구원은 지난해 기준 우리나라 가구의 가공식품 지출구조를 분석한 결과 식료품비 가운데 가공식품 지출 증가율이 가장 높았다고 ,0,43
1435,가장 빠르게 늘었다,0,43
1436,비교해도 최근 증가율이 더 가팔라,0,43
1437,다,0,43
1438,식생활에서 편의성이 중시되고 ,0,43
1439,최근 지출이 빠르게 늘고 ,0,43
1440,한편 지난해 가구당 월평균 식료품 지출액 71만6천원 가운데 외식이 34만1천원,0,43
1441,저작권자 ,0,43
1442,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 43번쨰 기사입니다,0,44
1443,곡물확보 방안이 필요하다는 주장이다,0,44
1444,급등주기가 이후에는 1~3년으로 짧아졌다고 지적했다,-1,44
1445,곡물 가격 급등 주기 사이에 연관관계가 발생하고 ,-1,44
1446,콩 가격이 급등했다,-1,44
1447,대비가 필요하다는 지적이다,0,44
1448,콩 작황이 양호해 곡물 가격의 급등 가능성이 낮지만 ,0,44
1449,곡물 도입시점을 조정할 필요가 있다고 ,0,44
1450,수입방식 다변화 등 중장기적으로도 대책이 마련돼야 한다고 ,0,44
1451,저작권자 ,0,44
1452,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 44번쨰 기사입니다,0,45
1453,추석 한돈 추석 선물세트 판매량이 역대 최고를 달성한 것으로 추정됐다,1,45
1454,신장했다고 ,1,45
1455,상승했다고 ,1,45
1456,경품 이벤트 등 다양한 혜택 제공 때문으로 풀이된다,1,45
1457,오프라인 한돈 선물세트 판매도 두드러졌다,0,45
1458,신장하였다,1,45
1459,품질 측면에서 소비자의 만족도를 충족시키며,1,45
1460,45번쨰 기사입니다,0,46
1461,타이틀을 올해도 지킬 수 있을까,0,46
1462,쌀값은 전년 대비 크게 오르면서 ,-1,46
1463,돼지 생산액은 지난 16년 6조8천억원을 기록하며,0,46
1464,미곡(6조4천억원)을 누르고 ,1,46
1465,생산액이 많았다,0,46
1466,생산액 순위는 변동이 없을 것으로 추산됐다,0,46
1467,쌀값이 예상보다 크게 올랐다,-1,46
1468,가량 높아 예상보다 상승폭이 컸다,0,46
1469,↓)은 떨어졌다,-1,46
1470,자리바꿈할지 주목되고 ,0,46
1471,저작권자 ,0,46
1472,돼지의 목심 부위 이외 뒷다리에도 이상육 발생 비율이 증가하는 것으로 나타났다,0,46
1473,이상육 발생이 나타난 것으로 집계됐다,-1,46
