week,sentence,sentiment
459,한돈과 함께하는 한돈 핏 온라인 다이어트 체험단’을 모집하고 ,neutral
459,한돈자조금이 지난 2012년부터 매년 운영하고 ,neutral
460,기록적 폭염이 양돈시장의 주요 변수로 대두되고 ,neutral
460,하락할 것으로 내다봤다,neutral
460,있는 점을 지적하며 8월에도 폭염으로 비육돈 폐사가,negative
461,이교훈 친환경축산협회장이 수료생들을 축하하고 ,positive
461,이론과 실전을 겸비하고 ,positive
461,서울경기양돈농협(조합장 이정배)의 ‘2018년 젊은한돈인 CEO대학,neutral
462,개업을 기념하는 행사를 갖고 ,neutral
462,농장이 탄생했다,neutral
462,농협중앙회와 함께 축사은행 사업을 전개해온 도드람양돈농협,neutral
463,양돈농가들이 가축분뇨를 부적절하게 처리하고 있다는 의심에서 벗어날 수 있게됐다,negative
463,농촌진흥청 국립축산과학원과 공동으로 가축분뇨 증발량에 대한 현장조사를 실시키로 했다,neutral
463,가축분뇨 액비화 과정에서 많은 양의 수분이 증발,neutral
464,양돈업계가 하반기 돼지가격 안정을 위한 전방위 선제 대책을 추진,positive
464,돈협회 회장단 회의에서 참석자들은 휴가시즌 돼지가격 급락요인을 점검하는 한편 향후 수급전망을 통해 하반기 큰 폭의 가격하락 가능성에 주목,neutral
464,하반기 돼지가격 안정사업을 건의키로 했다,neutral
464,원료육 사용량이 많은 국내 대형 육가공업계와 간담회를 통해 수입 자제와,neutral
465,농가불만이 높아지고 ,negative
465,종돈업경영인회는 국내 대부분 종돈장들이 사전 분양 일정에 따,neutral
466,미국의 돼지사육두수가 사상 최대치를 갈아치웠다,neutral
466,C연구소는 미국 농업부(USDA)의 통계를 인용,neutral
467,만두를 밑돌았다,negative
467,축산물품질평가원에 따르면 돼지도축두수,neutral
468,다비육종 직원으로부터 번식성적을 높이기 위한 교육을 받고 ,positive
468,미래 한국축산을 이끌어갈 주인공으로 발돋움 하기 위한 배움의 열기에,positive
469,사회적 요구에도 적극 부응할 수 있는 한국형생돈 운송차량<사진>이 출현했다,neutral
469,도드람양돈농협(조합장 이영규)은 착수 5개월여만에 한국형 생돈운송차량 개발에 성공,neutral
469,한돈자조금의 지원을 받아 개발된 이 차량은,neutral
470,방법별 오차도 커,neutral
470,있는 현행 가축분뇨 정화방류 수질 측정 방법에 대해 이의를 제기하고 ,negative
470,최근 정화방류 수질에 대한 재검사 체계 구축방안을 환경부,neutral
471,종돈 수입 두수가 올해는 평년 수준으로 회귀했다,neutral
471,종축개량협회에 따르면 금년 7월말까지 종돈 수입 두수는 994두로 작년 동기간 2천500두,neutral
472,국내 양돈현장의 생산성은 어땠을 까,neutral
472,양돈농가들의 성적을 분석한 결과 번식부분에서 이전 보다 향상된 모습을 보인 것으로 추정됐다,positive
472,팜스에 전산이 이뤄진 농가 4천107개소 가운데 모돈을 사육중인 3천,neutral
473,수컷)은 99~104㎏에서 가장 높은 가격을 받은 것으로 나타났다,neutral
474,국내로 전파 위험도 우려되고 ,negative
474,우리 코앞까지 다가왔다,neutral
474,첫 발생한 것이다,neutral
474,양돈농가들도 바짝 긴장하고 ,negative
474,최선의 대응책은 국내에 유입되지 않도록 하는 것이다,neutral
474,ASF)은 치명적인 바이러스성 출혈성 돼지 전염병이다,negative
474,급성형에 감염되면 치사율이 거의 100,negative
474,법정전염병으로 지정하여 관리하고 ,neutral
474,속하는 동물에만 감염된다,neutral
474,유일하게 물렁 진드기,neutral
474,■발생 현황,neutral
474,아프리카를 경유한 선박이 조지아에 들어오면서부터,neutral
475,음성과 안성축산물공판장에서 중도매인 등 관계자들과 의견을 교환하고 ,neutral
475,도매시장에 출하되는 잔반돼지의 정확한 분리가 시급하다는 목소리가 이어지고 ,negative
475,이번엔 중도매인들이 지적하고 ,negative
475,전국의 축산물도매시장을 순회하고 ,neutral
476,육질은 좋아지는 것으로 나타났다,positive
476,적게,neutral
477,조합원들의 가축분뇨 처리가 보다 원활해 졌다,positive
477,가축분뇨 살포차량 지원을 꾸준히 확대하고 ,positive
477,지난 7일에는 포천지역에 대한 기,neutral
478,세심한 사양관리 병행돼야,neutral
478,심화되고 있는 여름철 양돈장의 폭염 피해,negative
478,저온창고용 냉동고를 설치하는 양돈농가들이 늘고 ,neutral
478,에어컨으로도 안심하지 못한다는 인식이 확산되고 ,negative
478,일반 건축물에 비해 단열이 떨어지다 보니,negative
479,유입 예방활동과 사전대비 태세를 강화한다,neutral
479,물적 교류가 많은 중국에서,neutral
480,국내 양돈업계의 위기감이 고조되고 ,negative
480,우리나라도 더 이상 안전지대가 될 수 없음이 확인됐기 때문이다,negative
480,동원 가능한 모든 대책 수립을 정부에 요구하고 ,neutral
480,방법외에 뾰족한 예방대,negative
481,프랑스 종돈산업을 경험할수 있는 기회가 마련됐다,positive
481,한국종축개량협회(회장 이재용,neutral
482,폭염속에 힘들어하는 소외계층을 찾았다,positive
482,서경양돈농협은 지난 9일,neutral
483,삼겹살이 릴레이 전달된다,neutral
483,총 톤의 한돈,neutral
484,잔반급여 양돈장 가운데 상당수가 가열처리를 하지 않은채 잔반을 급여하고 ,neutral
484,아프리카 돼지열병을 비롯한 각종 질병에 노출될 가능성이 높다는 점에서 대책마련이 시급하다는 분석이다,negative
484,가축위생방역지원본부를 통해 잔반급여 양돈장 현황을 파악,neutral
485,이번엔 ASF 위험군 분류,neutral
485,잔반급여 양돈장들이 또 다시 도마위에 올랐다,negative
485,있는 아프리카 돼지열병(ASF)이 원인이 됐다,negative
485,발생소식과 함께 국내 양돈업계의 위기감이 고조되고 ,negative
485,대책을 요구하는 목소리가 높아지고 ,negative
485,잔반급여 양돈장은 그동안 국내 양돈업계의 ‘불편한 존재,negative
486,아프리카 돼지열병이 발생했다,negative
486,협회에 따르면 중국인민공화국농업농촌부 홈페이지의 내,neutral
487,최근 도매시장에 저품질 돼지 출하가 급증하고 ,negative
487,축산물 도매시장에 출하된 돼지 두수는 6만1천178두(등외 포함)로 이중,neutral
488,돼지고기만으로 국내산 판별은 물론 수입육의 원산지까지 정확히 파악할 수 있는 기술이 국내에서 개발됐다,positive
488,특허를 획득했다,positive
488,농림축산식품부 농림수산식품기술기획평가원의 연구과제로 지난 2015년부터 20,neutral
489,국내도 비상이 걸렸다,negative
489,하남성 도축장에서 지난 14일 260두 중 30두 폐사가 확인되어 ,negative
490,김영철)에서는 무선 초음파 임신 진단기 신형 SV2,neutral
491,양돈장 냄새저감을 위한 고민은 미국도 다를바 없다,negative
491,최근엔 냄새저감 방법으로 고압전기펜스,neutral
492,순환감염이 이뤄지고 ,negative
492,에서다.이번 조사의 주관연구기관인 강원대학교 박선일 교수에 따르면 PRRS 바이러스에 대해 각 조사 대상 양돈장을 연령별,neutral
493,법원이 제주도 양돈농가들의 악취관리지역 지정 집행정지 가처분 요구를 받아들이지 않았다,negative
493,제주양돈농가들은 즉각 항소 입장을 밝혔다,negative
493,제기한 악취관리지역 지정 집행,neutral
494,산업의 미래상이 제시된다,positive
494,  정부를 포함한 범 양돈업계 공동의 노력을 경주하기 위한 비전을 곧 마련,positive
495,국내 유입은 오염된 육류의 농장반입이 원인으로 작용할 가능성이 상대적으로 높다는 분석이다,negative
495,현실적으로 기대하기 어려운 상황,negative
495,  농장주의 각별한 관심과 주의를 당부하고 ,negative
495,심양의 경우 음식물에 의한,neutral
496,수입산 모두증가했다,neutral
496,가량 줄었다,neutral
496,가량 감소한 때문이다,neutral
497,선물세트가 어떨까,neutral
497,돌입했다.,neutral
497,전개되고 있는 이번 캠페인은 한돈의 프리미엄 이미지를 높이고,positive
498,기록적 폭염으로 양돈농가들이 삼중고(三重苦)에 시달리고 ,negative
498,더위로 인한 폐사 피해,negative
498,열대야일수는 일로 역대 가장 더웠던 지난 94년의 기록을 경신할 것으로 전망되고 ,negative
498,이 같은 기록적 폭염은 양돈업에 이중 삼중의 고충을 안기고 ,negative
498,두드러지는 피해는 더위로 인한 폐사,negative
498,돼지 폐사두수는 2만1천420마리에 달하고 ,negative
499,아프리카돼지열병 예방 비상 행동수칙’을 발령했다,negative
499,발표한 비상 행동수칙의 주요내용은 아프리카돼지열병의 국내유입 방지를 위해 양,neutral
500,어느 새 청년이 됐다,neutral
501,관리 강화를 긴급히 환경당국에 요청했다,neutral
501,전파 위험성을 최소화 하기 위한 것이다,neutral
501,이상 가열해야 한다,neutral
502,냄새민원의 가능성이 상대적으로 높을 수밖에 없는 것은 부인할 수 없는 현실,negative
502,민원의 대상이 되는 ‘누명,negative
502,인근 비점오염원의 냄새농도가 더 높은 것을 확인했다,negative
502,방법을 통해 민원인 소재지를 중심으로,neutral
503,국내 양돈업계의 위기감이 극에 달하고 ,negative
503,전파력도 강한 반면 백신이나 뚜렷한 예방대책이 없는데다 조기진단이 어려운  양돈현장에선 혼란스러울 수 밖에 없는 상황,negative
503,그렇다면 ASF 유입 차단을 위해,neutral
504,두서 꼼짝달싹하지 못하고 ,negative
504,농가 기준 총 모돈수 81만4천여두에 대한 생산성,neutral
505,넘어섰다,neutral
505,한돈협회가 추진 중인 한돈혁신센터는 모돈 300두 규모의 일관사육농,neutral
506,중국 내 아프리카돼지열병,negative
506,세계 양돈시장에 미칠 여파가 주목되고 ,neutral
506,저장성 원저우시에서 잇달아 ASF 발생이 확인됐다,neutral
506,광범위하게 확산된 것 아니냐는 우려가,negative
507,밑으로 줄었다,neutral
507,지난해 7월 이후 1년만이다,neutral
507,최근 농림축산식품부에 따르면 7월 양돈사료량은 49만톤으로 전달 51만5천톤에,neutral
508,유행에 대비한 사전 실태파악이 이뤄진다,neutral
508,농림축산검역본부는 지난 27일부터,neutral
509,축산관련 각종 불합리한 세제개선,neutral
509,세제 개선 노력이 다시 본격화된다,neutral
509,전 축산업계와 공조를 강화키로 했다,neutral
509,정부와 국회를 통한 개선을 추진한다는 방침이다,neutral
509,도축세 규모는 한해 400억∼500억원에 달했다,neutral
509,축산농가가 많은 지역의 경우 지방 재정에 적지 않게 도움이 돼 왔다,positive
509,그러나 도축세 폐지를 계기로 축산업의 지방 재,neutral
510,전국의 양돈농가와 시민들이 한자리에서 어울린다,neutral
510,국민과 함께 하는,neutral
511,사태가 전세계 돈육시장의 수급과 가격에 큰 변수로 작용할 것이란 전망이 나왔다,neutral
511,돼지가격이 약세를 보여왔다,negative
511,정부 차원의 전폭적인 양돈업,positive
512,발생과 확산추세에 따라 비상에 걸린 국내 양돈업계,negative
512,노력에 협조를 요청하고 ,neutral
512,  중국에 진출한,neutral
513,국경검역 추진상황을 점검하고 ,neutral
513,국가 검역에 비상이 걸렸다,negative
